Order ID,order_date,City,Revenue,Discount,Quantity,Customer Age,Is Member,Channel,Sales Channel,Currency,Sales Rep,Email,Notes,
ORD-1264,2025-04-04,unknown,$427.16,27.4%,7.0,30.0,No,Partner,Partner,INR,P. Nair ,customer264@example.com,,
ORD-1064,2025-08-03,Bengaluru,"$1,084.17",0.4%,11.0,,No,Store,Store,INR,  M. Khan,customer64@example.com,,
ORD-1851,2025-05-21,Bengaluru,$594.89,10.9%,6.0,51.0,No,Online,Online,INR,  M. Khan,customer851@example.com,,
ORD-1214,2026-01-19, Mumbai ,$752.22,13.8%,4.0,38.0,Yes,Online,Online,INR,P. Nair ,customer214@example.com,,
ORD-1868,2026-03-11,Mumbai,$714.16,13.1%,7.0,24.0,No,Online,Online,INR,R. Iyer ,customer868@example.com,,
ORD-1850,07/04/2025,Delhi,"$1,234.82",23.6%,7.0,56.0,No,Online,Online,INR,  M. Khan,customer850@example.com,,
ORD-1175,2026-01-12,bengaluru,$384.57,34.1%,3.0,12.0,No,Partner,Partner,INR,  M. Khan,customer175@example.com,,
ORD-1398,2026-01-14,MUMBAI,$789.39,15.6%,2.0,58.0,Yes,Online,Online,INR,  M. Khan,customer398@example.com,,
ORD-1172,2025-12-16,bengaluru,N/A,26.2%,9.0,25.0,No,Online,Online,INR,S. Bose,customer172@example.com,,
ORD-1332,2026-02-13,MUMBAI,"$1,332.51",9.7%,10.0,38.0,Yes,Online,Online,INR,R. Iyer ,customer332@example.com,,
ORD-1032,2026-02-11,Chennai,$453.03,24.9%,4.0,28.0,No,Online,Online,INR,R. Iyer ,customer32@example.com,,
ORD-1031,2026-03-09,Mumbai,$534.85,23.2%,1.0,25.0,No,Online,Online,INR,R. Iyer ,customer31@example.com,,
ORD-1744,2026-03-10,Kolkata,"$1,186.11",27.1%,11.0,28.0,No,Online,Online,INR,  M. Khan,customer744@example.com,,
ORD-1235,2025-10-07,Bengaluru,"$1,121.28",22.1%,3.0,29.0,No,Online,Online,INR,  M. Khan,customer235@example.com,,
ORD-1374,2025-07-11,Bengaluru,N/A,19.3%,4.0,,No,Online,Online,INR,S. Bose,customer374@example.com,,
ORD-1397,2026-03-11,delhi,$434.19,33.8%,999.0,,No,Store,Store,INR,P. Nair ,customer397@example.com,,
ORD-1408,2025-05-27,Mumbai,"$1,057.05",14.9%,3.0,40.0,No,Online,Online,INR,S. Bose,customer408@example.com,,
ORD-1699,2026-02-24,Delhi,"$1,200.55",14.9%,-1.0,36.0,Yes,Store,Store,INR,P. Nair ,customer699@example.com,,
ORD-1685,2026-03-18,Delhi,"$1,126.43",6.2%,999.0,47.0,Yes,Store,Store,INR,A. Sharma,customer685@example.com,,
ORD-1418,2025-08-08,MUMBAI,"$1,625.06",10.2%,2.0,39.0,No,Online,Online,INR,A. Sharma,customer418@example.com,,
ORD-1389,2025-09-02,MUMBAI,"$1,633.47",34.6%,8.0,24.0,No,Online,Online,INR,R. Iyer ,customer389@example.com,,
ORD-1885,27/03/2025,delhi,"$1,231.59",23.6%,4.0,21.0,Yes,Store,Store,INR,  M. Khan,customer885@example.com,,
ORD-1815,2025-08-09,bengaluru,$852.26,26.2%,8.0,45.0,No,Store,Store,INR,A. Sharma,customer815@example.com,,
ORD-1550,2025-09-25,bengaluru,"$1,433.75",27.3%,6.0,38.0,No,Online,Online,INR,A. Sharma,customer550@example.com,,
ORD-1265,2025-06-29,Kolkata,"$1,552.54",23.6%,6.0,21.0,No,Online,Online,INR,R. Iyer ,customer265@example.com,,
ORD-1876,2025-07-06,DELHI,$600.12,32.3%,7.0,43.0,No,Store,Store,INR,P. Nair ,customer876@example.com,,
ORD-1014,2026-01-24,Delhi,$324.40,24.0%,9.0,51.0,Yes,Online,Online,INR,P. Nair ,customer14@example.com,,
ORD-1094,2025-08-19,Bengaluru,"$1,089.28",15.7%,5.0,18.0,Yes,Store,Store,INR,P. Nair ,customer94@example.com,,
ORD-1528,2025-05-16,Chennai,$532.57,17.1%,7.0,34.0,Yes,Store,Store,INR,S. Bose,customer528@example.com,,
ORD-1391,2025-10-24,unknown,"$1,687.31",27.2%,9.0,21.0,No,Online,Online,INR,A. Sharma,customer391@example.com,,
ORD-1729,2025-05-06,Bengaluru,"$1,280.12",8.2%,1.0,49.0,No,Store,Store,INR,P. Nair ,customer729@example.com,,
ORD-1801,2026-01-30,mumbai,"$1,259.19",20.7%,4.0,48.0,No,Partner,Partner,INR,R. Iyer ,customer801@example.com,,
ORD-1078,2025-11-28,MUMBAI,"$1,115.43",24.2%,10.0,42.0,Yes,Online,Online,INR,A. Sharma,customer78@example.com,,
ORD-1603,2025-12-28,Bengaluru,"$1,456.90",24.6%,2.0,34.0,Yes,Partner,Partner,INR,S. Bose,customer603@example.com,,
ORD-1387,2025-10-02,Bengaluru,"$1,659.23",18.2%,9.0,27.0,No,Store,Store,INR,S. Bose,customer387@example.com,,
ORD-1183,2026-03-07,Bengaluru,$699.16,24.1%,11.0,,No,Store,Store,INR,P. Nair ,customer183@example.com,,
ORD-1449,2025-10-29,Chennai,"$1,152.05",23.9%,999.0,42.0,No,Store,Store,INR,A. Sharma,customer449@example.com,,
ORD-1380,2026-03-11,Delhi,"$1,340.33",27.5%,1.0,46.0,Yes,Online,Online,INR,R. Iyer ,customer380@example.com,,
ORD-1835,2025-03-03,mumbai,"$1,086.61",10.5%,10.0,53.0,No,Online,Online,INR,R. Iyer ,customer835@example.com,,
ORD-1491,2025-05-19,Mumbai,N/A,9.3%,6.0,,Yes,Online,Online,INR,  M. Khan,customer491@example.com,,
ORD-1779,2025-11-24,Chennai,$770.30,18.3%,1.0,24.0,Yes,Store,Store,INR,P. Nair ,customer779@example.com,,
ORD-1190,2025-12-31,Bengaluru,"$1,146.59",10.5%,11.0,36.0,No,Partner,Partner,INR,P. Nair ,customer190@example.com,,
ORD-1687,2025-11-17,mumbai,$500.25,17.8%,3.0,,Yes,Partner,Partner,INR,S. Bose,customer687@example.com,,
ORD-1621,2025-07-25,mumbai,$930.98,2.5%,3.0,45.0,No,Store,Store,INR,S. Bose,customer621@example.com,,
ORD-1364,2025-07-11,Delhi,$557.85,12.1%,3.0,217.0,No,Online,Online,INR,A. Sharma,customer364@example.com,,
ORD-1135,2025-03-10,Bengaluru,$517.93,9.0%,4.0,32.0,Yes,Store,Store,INR,S. Bose,customer135@example.com,,
ORD-1245,2025-12-15,Chennai,$628.33,32.1%,5.0,41.0,Yes,Partner,Partner,INR,S. Bose,customer245@example.com,,
ORD-1274,2025-10-26,Kolkata,"$1,036.93",26.1%,4.0,29.0,No,Store,Store,INR,P. Nair ,customer274@example.com,,
ORD-1147,08/04/2025,Bengaluru,$305.89,18.6%,-1.0,20.0,No,Online,Online,INR,R. Iyer ,customer147@example.com,,
ORD-1105,2026-02-04,mumbai,$646.57,3.4%,2.0,29.0,No,Store,Store,INR,S. Bose,customer105@example.com,,
ORD-1294,2026-03-11,Kolkata,"$1,135.69",33.0%,999.0,43.0,No,Online,Online,INR,P. Nair ,customer294@example.com,,
ORD-1324,2026-03-03,Kolkata,"$1,636.86",19.7%,1.0,36.0,No,Online,Online,INR,  M. Khan,customer324@example.com,,
ORD-1770,05/01/2026,Kolkata,"$1,037.38",29.1%,2.0,217.0,Yes,Online,Online,INR,A. Sharma,customer770@example.com,,
ORD-1799,2026-02-08,bengaluru,"$2,030.01",16.5%,8.0,58.0,Yes,Store,Store,INR,A. Sharma,customer799@example.com,,
ORD-1539,2026-02-13,Bengaluru,"$1,343.69",6.0%,6.0,25.0,No,Online,Online,INR,R. Iyer ,customer539@example.com,,
ORD-1691,2025-07-12,Delhi,"$1,777.78",23.9%,5.0,,No,Online,Online,INR,P. Nair ,customer691@example.com,,
ORD-1873,2025-06-09,Bengaluru,$352.30,16.7%,8.0,14.0,No,Online,Online,INR,R. Iyer ,customer873@example.com,,
ORD-1676,2025-08-24,DELHI,$710.95,24.3%,10.0,39.0,Yes,Online,Online,INR,S. Bose,customer676@example.com,,
ORD-1110,2025-12-29,Chennai,"$1,029.94",33.9%,1.0,,No,Online,Online,INR,R. Iyer ,customer110@example.com,,
ORD-1768,2025-10-31,Bengaluru,"$1,220.39",23.1%,5.0,54.0,No,Online,Online,INR,A. Sharma,customer768@example.com,,
ORD-1826,2025-12-27,delhi,$367.01,6.1%,6.0,,Yes,Online,Online,INR,  M. Khan,customer826@example.com,,
ORD-1005,2026-04-04,chennai,$386.62,29.9%,9.0,,No,Online,Online,INR,P. Nair ,customer5@example.com,,
ORD-1144,2025-05-20,DELHI,"$1,165.22",1.8%,1.0,,No,Online,Online,INR,A. Sharma,customer144@example.com,,
ORD-1103,2025-08-12,Mumbai,$998.60,15.3%,4.0,48.0,No,Online,Online,INR,R. Iyer ,customer103@example.com,,
ORD-1210,2025-11-15,Chennai,"$1,757.42",19.8%,11.0,26.0,No,Online,Online,INR,S. Bose,customer210@example.com,,
ORD-1446,2025-04-03,Kolkata,$742.23,16.3%,1.0,28.0,Yes,Online,Online,INR,A. Sharma,customer446@example.com,,
ORD-1041,2025-08-08,Chennai,$632.43,22.3%,8.0,36.0,Yes,Partner,Partner,INR,S. Bose,customer41@example.com,,
ORD-1362,2025-03-24,bengaluru,$868.56,9.5%,10.0,49.0,Yes,Store,Store,INR,P. Nair ,customer362@example.com,,
ORD-1649,2025-08-06,MUMBAI,"$1,610.33",4.5%,4.0,49.0,Yes,Online,Online,INR,  M. Khan,customer649@example.com,,
ORD-1377,2025-03-10,-,$571.91,21.3%,3.0,,No,Online,Online,INR,A. Sharma,customer377@example.com,,
ORD-1254,2025-04-10,unknown,"$1,592.16",11.5%,5.0,44.0,No,Online,Online,INR,P. Nair ,customer254@example.com,,
ORD-1146,2025-09-20,Chennai,$806.85,21.9%,9.0,58.0,Yes,Online,Online,INR,A. Sharma,customer146@example.com,,
ORD-1637,2025-12-31,Delhi,$551.32,20.0%,7.0,23.0,Yes,Online,Online,INR,P. Nair ,customer637@example.com,,
ORD-1086,2025-05-28,delhi,$695.10,4.3%,1.0,39.0,No,Store,Store,INR,P. Nair ,customer86@example.com,,
ORD-1542,2025-10-11,mumbai,$791.54,28.7%,1.0,40.0,Yes,Store,Store,INR,P. Nair ,customer542@example.com,,
ORD-1431,2026-04-04,mumbai,"$1,090.80",28.3%,7.0,45.0,Yes,Online,Online,INR,R. Iyer ,customer431@example.com,,
ORD-1065,2025-10-11,chennai,$280.52,24.2%,2.0,39.0,Yes,Online,Online,INR,  M. Khan,customer65@example.com,,
ORD-1715,2025-05-18, Mumbai ,$737.80,7.4%,9.0,,No,Store,Store,INR,P. Nair ,customer715@example.com,,
ORD-1205,10/07/2025,Chennai,$914.92,15.2%,4.0,26.0,No,Store,Store,INR,R. Iyer ,customer205@example.com,,
ORD-1044,2025-04-18,Delhi,$731.19,23.4%,11.0,27.0,No,Online,Online,INR,P. Nair ,customer44@example.com,,
ORD-1027,2026-01-03,Mumbai,$867.42,1.5%,8.0,39.0,No,Online,Online,INR,  M. Khan,customer27@example.com,,
ORD-1080,2025-03-07,Kolkata,$873.76,4.1%,10.0,51.0,No,Online,Online,INR,  M. Khan,customer80@example.com,,
ORD-1437,2025-08-30,mumbai,$929.51,20.7%,11.0,48.0,Yes,Store,Store,INR,A. Sharma,customer437@example.com,,
ORD-1112,2026-01-19,Kolkata,$390.90,18.1%,5.0,34.0,Yes,Online,Online,INR,  M. Khan,customer113@example.com,,
ORD-1204,2025-10-01,Mumbai,$452.37,14.9%,6.0,32.0,No,Store,Store,INR,A. Sharma,customer204@example.com,,
ORD-1519,2025-04-08,Mumbai,$827.71,20.9%,3.0,38.0,No,Online,Online,INR,R. Iyer ,customer519@example.com,,
ORD-1720,2025-11-07,chennai,"$2,248.03",31.2%,2.0,54.0,No,Online,Online,INR,R. Iyer ,customer720@example.com,,
ORD-1670,2025-03-21,Kolkata,$305.04,29.4%,4.0,45.0,No,Store,Store,INR,P. Nair ,customer670@example.com,,
ORD-1624,2025-08-13,Mumbai,$617.45,16.5%,1.0,42.0,No,Online,Online,INR,A. Sharma,customer624@example.com,,
ORD-1411,2025-09-27,delhi,"$1,221.02",2.9%,4.0,,Yes,Store,Store,INR,P. Nair ,customer411@example.com,,
ORD-1743,2025-07-19,Bengaluru,"$1,024.43",1.2%,4.0,16.0,No,Online,Online,INR,  M. Khan,customer743@example.com,,
ORD-1740,2025-06-10,Mumbai,$480.43,5.5%,3.0,,Yes,Store,Store,INR,S. Bose,customer740@example.com,,
ORD-1008,2025-03-17,Kolkata,"$1,356.86",8.8%,8.0,72.0,Yes,Store,Store,INR,R. Iyer ,customer8@example.com,,
ORD-1073,2025-12-06,Mumbai,"$1,057.51",3.6%,11.0,43.0,No,Online,Online,INR,P. Nair ,customer73@example.com,,
ORD-1400,2025-03-09,Mumbai,$556.24,10.3%,8.0,,No,Online,Online,INR,  M. Khan,customer400@example.com,,
ORD-1117,2025-06-13,Chennai,"$1,575.71",11.2%,10.0,26.0,No,Online,Online,INR,  M. Khan,customer118@example.com,,
ORD-1701,2026-01-30,Mumbai,"$1,196.71",16.9%,8.0,23.0,No,Store,Store,INR,R. Iyer ,customer701@example.com,,
ORD-1206,19/03/2025,Chennai,"$1,376.47",25.3%,2.0,38.0,No,Store,Store,INR,S. Bose,customer206@example.com,,
ORD-1867,2025-06-22,Mumbai,$366.69,32.0%,3.0,35.0,No,Online,Online,INR,P. Nair ,customer867@example.com,,
